speaker,filename,text,emotion
F2,F2_anger_regular_40.wav,私のプライバシーを侵害するなんてどういうつもりだ,anger
F2,F2_anger_regular_41.wav,もう、君がいつもそんなに無茶をするから体を痛めるんだよ。反省しなさい!,anger
F2,F2_anger_regular_42.wav,もう、あなたの偏見には本当にうんざりするわ!人を見る目をもっと広げなさいよ!,anger
F2,F2_anger_regular_43.wav,もう何度も風風喧嘩してどうするんだ?話し合いができないならもう別れた方がいいんじゃないか!,anger
F2,F2_anger_regular_44.wav,もう、あなたはいつも人を見下すばかりですね。本当に腹が立ちます。,anger
F2,F2_anger_regular_45.wav,あ、押し付けがましいって、自分勝手に私の時間を採ってくるくせに、何言ってるんだ?,anger
F2,F2_anger_regular_46.wav,あ?最低な態度だよ。もう少しマナーを守れよ!,anger
F2,F2_anger_regular_47.wav,ええ、君の強愛な考えは本当に腹立たし、もっと広い視野をもって物事を考えろ!,anger
F2,F2_anger_regular_48.wav,えぇ、お前はズルい奴だなぁ。自分の利益のために他人を利用してばかりいる。,anger
F2,F2_anger_regular_49.wav,おい!不親切な態度はやめろよ!みんなが困っている時に、君だけが助けをこばむなんて許せない!,anger
F2,F2_anger_regular_50.wav,おい! 言いたし方ないって言われても納得できないんだよ! もっと努力しなさい!,anger
F2,F2_anger_regular_51.wav,おのれ、こんなインチキ商品を売っているとは何もとだ!お金を返せ!,anger
F2,F2_anger_regular_52.wav,おのれ、あなたの不注意でここまで損害が出たんだぞ! 当責任をとるつもりだ!,anger
F2,F2_anger_regular_53.wav,この、あなたは人生経験が足りないから、周りの人たちがどんなに苦労しているのか理解できないんでしょ?,anger
F2,F2_anger_regular_54.wav,この、敗北したくなければ、もっと努力しなさいよ!,anger
F2,F2_anger_regular_55.wav,こら、なんでいつも大切なことを後回しにするんだ!今すぐやればいいのに!,anger
F2,F2_anger_regular_56.wav,ほら!荒けずりな仕事をして、こんなもので満足できると思っているのか?もっと丁寧に仕上げなさい!,anger
F2,F2_anger_regular_57.wav,何?また反乱を起こすつもりか?もう十分だ!静かにしていろ!,anger
F2,F2_anger_regular_58.wav,なに?しらじらしいことを言っているんじゃない!自分でやったことをちゃんと認めるべきだよ!,anger
F2,F2_anger_regular_59.wav,ち、私たちの提案が虐かされたって本当ですか?もっと真剣に検討してくださいよ!,anger
F2,F2_anger_regular_60.wav,ち、あの悪女にはもううんざりだ!彼女の行動にはいつも怒りしか覚えない!,anger
F2,F2_anger_regular_61.wav,はぁ?政治不信を感じるのは当然でしょ?あの政治家は何もしないくせに私たちを騙してるんだから!,anger
F2,F2_anger_regular_62.wav,はぁ?誰がこんなに大きな方向をあげたんだ? 静かにしなさい!,anger
F2,F2_anger_regular_63.wav,フッ 被害者ずらするのはやめてください 地獄自得だと思いますよ,anger
F2,F2_anger_regular_64.wav,ふっ親父臭いと言われたくなければ自分で自分の見出し波を気遣えよ,anger
F2,F2_anger_regular_65.wav,もう誰が暴行を働いたのか教えなさい 被害者のためにもすぐに解決しなければなりません,anger
F2,F2_anger_regular_66.wav,陰謀をたくらんでいたなんて信じられない!もう、二度と会わないでくれ!,anger
F2,F2_disgust_free_01.wav,うぇー 彼女の下品な言葉使いは本当に耐えられない,disgust
F2,F2_disgust_free_02.wav,うー…パンパイアなんて血を吸うだけで生きていけるくそ生き物に過ぎない…吐き気がするわ…,disgust
F2,F2_disgust_free_03.wav,うー…このサブスティテューションは全く使い物にならない!最悪だ!,disgust
F2,F2_disgust_free_04.wav,ええ、あの人の価値観はいつも物事をただリリュースすることばかりで、まったく考え方が狭いと思う。,disgust
F2,F2_disgust_free_05.wav,うぇぇ!あの食べ物は妙な味がして、はっきりがしてきた!,disgust
F2,F2_disgust_free_06.wav,ううっ…彼女の部屋に入るとゴミの匂いがして、とても深いでした。,disgust
F2,F2_disgust_free_07.wav,げぇ! 臨陣たちは毎晩想像しパーティーを開いて 私たちの睡眠を妨げている 本当に運ざりだ,disgust
F2,F2_disgust_free_08.wav,うえ、彼の原動はまるで中学生かと思うほどガキっぽい。本当に嫌だ。,disgust
F2,F2_disgust_free_09.wav,ぎゃあ、頼むからそういうくだらないダジャレはやめてくれよ,disgust
F2,F2_disgust_free_10.wav,うーわー…不用意な言動で人を傷つけるなんて最低だと思わないか?,disgust
F2,F2_disgust_regular_01.wav,いや、あんなに見にくい人間を見るのは本当に嫌だ!,disgust
F2,F2_disgust_regular_02.wav,いや、あの人は恥ずかしくなるほど 下品な言葉使いをするんだよ。,disgust
F2,F2_disgust_regular_03.wav,いやーあの人が嫌いすぎて顔を見るだけで博家がするんだ,disgust
F2,F2_disgust_regular_04.wav,いや、そのような不動得な行為をしている人たちは、社会的に抱きされるべきだと思います。,disgust
F2,F2_disgust_regular_05.wav,いや、あの人の臭さはただの不潔さではなく、もう何日も風呂に入っていないような匂いで、本当に我慢できない!,disgust
F2,F2_disgust_regular_06.wav,いや、あの家は本当に見素晴らしい。中に入る前から深いな気分になる。,disgust
F2,F2_disgust_regular_07.wav,いや、あの人の話は聞き苦しいほどつまらない。もう二度と話しかけないでほしい。,disgust
F2,F2_disgust_regular_08.wav,あの人はいつも自分のことばかりで、周りを全く考えていない、特然的な人間なんだよね。ああ、嫌だ。,disgust
F2,F2_disgust_regular_09.wav,うわぁ、君の言葉は本当に私を傷つけましたよ。もう二度とそんなこと言わないでください。,disgust
F2,F2_disgust_regular_10.wav,うーわー、あの専用な女子には本当に平気液としてしまいます。仕事ができるとはいえ、人間性が欠如していると思います。,disgust
F2,F2_disgust_regular_11.wav,うわーこの排水口の匂いはまさに人間の排泄物のようです,disgust
F2,F2_disgust_regular_12.wav,うわ、あのいやしい男がまた私に近づいてきた、本当に嫌だ。,disgust
F2,F2_disgust_regular_13.wav,うーわー、あの人は本当に恩恵で、歌を聞くと耳が痛くなるよー。,disgust
F2,F2_disgust_regular_14.wav,うわぁ、げりは本当に嫌だ。トイレに行くたびにお腹が痛くなって、もう我慢なんてできない。,disgust
F2,F2_disgust_regular_15.wav,この場所は臭くて、音もうるさくて、人も多すぎる!うえぇ、ここにいるのは本当に嫌だ!,disgust
F2,F2_disgust_regular_16.wav,うぇぇ、誰がこんなに綺麗な場所に排説物を捨てるんだろう!本当に気持ち悪い!,disgust
F2,F2_disgust_regular_17.wav,うえぇ、水暴走って本当に深いな病気ですよねぇ赤くてかゆくて、見ているだけで気持ちが悪くなります,disgust
F2,F2_disgust_regular_18.wav,うえぇ!誰かが絵を超えた匂いがする!すごく深いだ!,disgust
F2,F2_disgust_regular_19.wav,うえ、また水漏れが起きている。この湿気と噛み臭い匂いは本当に嫌だ。,disgust
F2,F2_disgust_regular_20.wav,うえ、この趣味は何?臭いし見ているだけで気分が悪くなる,disgust
F2,F2_disgust_regular_21.wav,うえ、泥水を飲むなんて考えられないわ。あんな汚い水で病気になるだけよ。,disgust
F2,F2_disgust_regular_22.wav,うわ、あの人の考え方は完全に非合理的だ。話を聞いているだけで頭が痛くなる。,disgust
F2,F2_disgust_regular_23.wav,うわ、またステレオタイプな考え方を持っている人がいるんだ。本当に嫌になるよ。,disgust
F2,F2_disgust_regular_24.wav,うわあんな集悪な顔していたら誰も近寄ってきませんよ,disgust
F2,F2_disgust_regular_25.wav,うわーあの独絶女性は本当に他人の気持ちを考えずに人を傷つける言葉ばかり吐きますね,disgust
F2,F2_disgust_regular_26.wav,うわあんなにたくさんの人がいる人ごみに入るなんて嫌です息苦しくて動けないし汗でベタベタして深い感じかありません,disgust
F2,F2_disgust_regular_27.wav,うわーこの靴下は臭くて馴染まない!もう二度と吐きたくない!,disgust
F2,F2_disgust_regular_28.wav,うわ、あの人の妄想に巻き込まれたくない。一緒にいると気持ち悪い。,disgust
F2,F2_disgust_regular_29.wav,ええ、そんな悪役を持っている人は近づきたくないですね,disgust
F2,F2_disgust_regular_30.wav,えぇ、本当にしつこいですね。もうやめてください。,disgust
F2,F2_disgust_regular_31.wav,えぇ、あの応募な態度を持つ人と付き合うのは本当に無理、どうにかしてくれ!,disgust
F2,F2_disgust_regular_32.wav,えぇ、どう見てもこのチーズは腐敗しているだろ?食べるのは絶対に嫌だ!,disgust
F2,F2_disgust_regular_33.wav,えぇ、掃除とか面倒臭くて,disgust
F2,F2_disgust_regular_34.wav,ええ、あの寝痕の匂いは本当に嫌でたまらないです。,disgust
F2,F2_disgust_regular_35.wav,ええ、天然病にかかったら本当に大変ですよ。私はそのような危険をかすのは嫌です。,disgust
F2,F2_disgust_regular_36.wav,うぇー!長遠になったらトイレにこもりっきりで、吐き気やげりに苦しみますよ!,disgust
F2,F2_disgust_regular_37.wav,うぇぇ!こんなに不健康なものを食べるなんて、本当に吐き気がする!,disgust
F2,F2_disgust_regular_38.wav,おー、二日よいって本当に散約ですね。頭が痛くて吐き気がして、体がだるくて食欲もない。,disgust
F2,F2_disgust_regular_39.wav,うえぇ!部屋に入った瞬間一周がして、私は気持ち悪くなってしまった。,disgust
F2,F2_disgust_regular_40.wav,うえ、あの不情な男がまたここにいる。彼の体臭は臭いというよりも生ゴミが臭ったような匂いがする。,disgust
F2,F2_disgust_regular_41.wav,うえ、あの脳種がまた大きくなってしまった。匂いがひどく、見るだけで意外たくなる。,disgust
F2,F2_disgust_regular_42.wav,うえぇ!あのネズミがまた出た!その汚しい尻尾を見るだけで私のせすじが凍りつく!,disgust
F2,F2_disgust_regular_43.wav,あの汚いトイレには病原金がいっぱいだ!ギェッ!近すくのも嫌だ!,disgust
F2,F2_disgust_regular_44.wav,いや、こんなに汚い泥沼の中には入りたくないです!,disgust
F2,F2_disgust_regular_45.wav,ギェ!あの汚い食べ物を見たらヘッドが出そうになります!,disgust
F2,F2_disgust_regular_46.wav,ギェ! 天然病にかかった人が近くにいたら、私はすぐにその場から逃げたい!,disgust
F2,F2_disgust_regular_47.wav,げぇ!あの人の指から嫌逃がしたたり落ちている!気持ち悪い!,disgust
F2,F2_disgust_regular_48.wav,げ、その手乱野郎がまた来たの?今度こそ警察に通報するわ,disgust
F2,F2_disgust_regular_49.wav,ぎぇ、なんであそこに虫たちが 村がっているかと思ったら、くさった羊の死体があります。,disgust
F2,F2_disgust_regular_50.wav,いや、あんなささいなことで過剰反応するなんて、どうしようもなくて深いだ。,disgust
F2,F2_disgust_regular_51.wav,いや、あの身勝手な態度には本当に腹が立ちます。自分勝手に行動する人は本当に嫌いです。,disgust
F2,F2_disgust_regular_52.wav,いや、あなたの投げやりな態度は本当に不愉快ですよ。もっと責任を持って仕事をしてください。,disgust
F2,F2_disgust_regular_53.wav,うああ、この生臭い匂いは何?この食べ物は臭っているんじゃないかと思うほどまずい,disgust
F2,F2_disgust_regular_54.wav,ううう、私はこのような不潔な場所で仕事をするつもりはない。即座に掃除をしなければ、私はこの取引を中止する。,disgust
F2,F2_disgust_regular_55.wav,うえ、こんなにひどい話を聞いたのは初めてだわ。もう聞きたくない!,disgust
F2,F2_disgust_regular_56.wav,うぇー! こんなドロドロしたもの触るの無理! 誰かやってぇ!,disgust
F2,F2_disgust_regular_57.wav,うわぁ、この音楽騒がしすぎて集中できないよ,disgust
F2,F2_disgust_regular_58.wav,うー、なんでこんなに人が多いんだよ。もう一歩も歩けないじゃないかー。,disgust
F2,F2_disgust_regular_59.wav,ええ、本物と思ったら偽物だったなんて、本当に信じられない!気持ち悪い!,disgust
F2,F2_disgust_regular_60.wav,ええ、この水の中にはあんなに濁りがあって、ミルに耐えませんね。,disgust
F2,F2_disgust_regular_61.wav,うえ、この集帯を見て、もう目を背けたくなるわ!,disgust
F2,F2_disgust_regular_62.wav,うーい!あの汗臭いTシャツを着てる人、天車の中でかなり臭くなってきてるよ!,disgust
F2,F2_disgust_regular_63.wav,ぎゃあ!この虫が体に触れたら気が狂いそう!,disgust
F2,F2_disgust_regular_64.wav,ぎゃあ!このドアノブがベタベタしているのは何なのよ!,disgust
F2,F2_fear_free_01.wav,ああ、テロの疑いがある荷物が見つかったというニュースを聞いて、空港で爆発が起きてしまうのではないかと恐ろしく思った。,fear
F2,F2_fear_free_02.wav,うー…このような危険な任務に経験不足の私が選ばれたことに、正直言って怖さを感じています。,fear
F2,F2_fear_free_03.wav,ああ、目の前で彼女が誘拐された時、私は怖くて見動きもできなかった。,fear
F2,F2_fear_free_04.wav,うーわー、テレビで聞いたけど、あの高いビルの上での転落事故は本当に怖い,fear
F2,F2_fear_free_05.wav,ああ、彼の目にはまるで人を殺すかのような撮影が宿っていた。,fear
F2,F2_fear_free_06.wav,ぎゃあ!カジだ!すぐに避難しましょう!,fear
F2,F2_fear_free_07.wav,うわぁ!深夜に一人歩いていると突然背後にファンパイアが現れた!,fear
F2,F2_fear_free_08.wav,うわぁ、今日の試合で主力選手が怪我をしたら、代わりに出場する選手はいない。サブスティテューションができないからとても怖いです!,fear
F2,F2_fear_free_09.wav,え、さくやデュパン氏の家から奇妙な音が聞こえて、誰かが侵入したのではないかと不安になった。,fear
F2,F2_fear_free_10.wav,へぇ!あの森に入るのは怖い!そこに住む奇妙な生き物がいると聞いたからだ!,fear
F2,F2_fear_regular_01.wav,うわぁ、不景気の影響で 失業してしまうかもしれないどうしよう、心配で眠れない,fear
F2,F2_fear_regular_02.wav,うわー 世界的な経済危機が起きたら私たちの生活はどうなるんだろう,fear
F2,F2_fear_regular_03.wav,うー!自信だ!早く逃げろ!,fear
F2,F2_fear_regular_04.wav,うわ、あの冒風はきっとわざわいおもたらすに違いない,fear
F2,F2_fear_regular_05.wav,山奥で突然熊に遭遇して、 律前として声も出なかった。うわ、どうしよう。,fear
F2,F2_fear_regular_06.wav,うわぁ、核戦争が起こったら人類は滅びるかもしれない,fear
F2,F2_fear_regular_07.wav,うわぁ、昨日のニュースで報告事件が起こっていたなんて知らなかった。今夜は怖くて眠れない。,fear
F2,F2_fear_regular_08.wav,キャッ!ここは弱そびする場所じゃない!周りがぶっそうな感じがして、怖い!,fear
F2,F2_fear_regular_09.wav,キャッ!あの人たちはパニックに落ち入り始めている!何かが起こる前ぶれなのかもしれない!,fear
F2,F2_fear_regular_10.wav,キャッ!パイキンに完成してしまったら大変なことになる!早く医者に見てもらわなきゃ!,fear
F2,F2_fear_regular_11.wav,あの山が踏んかしたら、周りの人々はみんな犠牲になってしまう!キャー!早く避難しなければ!,fear
F2,F2_fear_regular_12.wav,夜の森で人を食ったと噂される熊に出くわしたキャー!助けてください!,fear
F2,F2_fear_regular_13.wav,キャー!あの建物の廃墟が不気味すぎて、中に誰かいるような気がして怖くて入れない!,fear
F2,F2_fear_regular_14.wav,きゃっ!あの森は暗くて怖いですね!一人で歩くのは危険かもしれません!,fear
F2,F2_fear_regular_15.wav,ぎゃー! 内卵が没発したらどうしよう!生活が壊れ尽くしたり、 身の安全が怯やかされたりするかもしれない!,fear
F2,F2_fear_regular_16.wav,ぎゃー!昨日夜中に巨白電話がかかってきた!もう一人で家にいるのは怖いなぁ…,fear
F2,F2_fear_regular_17.wav,ギャー!新しいウイルスが変異したと聞いて、これ以上どうなるかわからない世界に生きていると思うと怖くてたまらない!,fear
F2,F2_fear_regular_18.wav,ギャー!放射性物質が濃湿していると聞いて、周りの人々は一斉にパニックに落ち着いた!,fear
F2,F2_fear_regular_19.wav,ぎゃー!この険しい山道を歩くのは本当に怖い!,fear
F2,F2_fear_regular_20.wav,ぎゃー!この山道は本当にアイロだ!一歩間違えれば陰に添落するかもしれない!,fear
F2,F2_fear_regular_21.wav,ギャー!あの恐るでき巨大なたつまきが私たちの方に向かってきています!早く避難しましょう!,fear
F2,F2_fear_regular_22.wav,え、さくや見た悪夢があまりにも恐ろしかったので、今でも震えが止まりません。,fear
F2,F2_fear_regular_23.wav,えっ、傷口から最近が入って排血症になったら、もう手遅れになってしまうかもしれない。早く病院に行かなければ。,fear
F2,F2_fear_regular_24.wav,へっ、あの小学生が有害事件に巻き込まれてしまったと聞いて、子供を持つ親として恐怖でいっぱいになってしまった。,fear
F2,F2_fear_regular_25.wav,へっ、この雨が続けば、もしかしたら大降臨になるかもしれない。すぐに避難しなければ!,fear
F2,F2_fear_regular_26.wav,怖い話を聞いて、私の腕には鳥肌が立ち上がっている。何かが見えるような気がして怖い。,fear
F2,F2_fear_regular_27.wav,え、この玄関の中、山奥で舞い子になったらどうしよう、生きて帰れるかなぁ,fear
F2,F2_fear_regular_28.wav,森の奥にいる獣の鳴き声が怖い!へっ、もう帰りたい!,fear
F2,F2_fear_regular_29.wav,へぇ、今日のニュースで聞いた事件は、私が住むこの町で起こったんだ。怖くて外出するのが怖くなってきた。,fear
F2,F2_fear_regular_30.wav,ひぃ、この事件は単独犯の仕業だと思うと、犯人がまだ逃げているかもしれないことが怖い。,fear
F2,F2_fear_regular_31.wav,ひぃ、街の構想が激化して、いつ自分が待ち込まれるかわからない。,fear
F2,F2_fear_regular_32.wav,4道を歩いていたら、ひぃ! 暴走族のバイクダンが突然やってきた! 怖くて足がすくんだ!,fear
F2,F2_fear_regular_33.wav,えぇ!あの暴行事件は本当に怖かった!もう二度とあんな体験はしたくない!,fear
F2,F2_fear_regular_34.wav,あの建物は自身の後から不安定のままになっていたい、今いるのはとても危険だ,fear
F2,F2_fear_regular_35.wav,ひぃ!あそこには南波した船がある!今夜は海が荒れているから近づかない方がいいよ!,fear
F2,F2_fear_regular_36.wav,ひえ、このまま長雨が続くと、納作物が壊滅的な被害を受け、基金が起こるかもしれません。,fear
F2,F2_fear_regular_37.wav,自信の被害にあった人たちの苦しみを想像すると、へぇ、自分たちも同じような被害に会うかもしれないと不安になる。,fear
F2,F2_fear_regular_38.wav,えぇ?テロリズムがまん延する世界で生きることが怖くて何もできない!,fear
F2,F2_fear_regular_39.wav,へぇ、弱者が社会に踏みつぶされるのを見ると、自分も同じようになってしまうのではないかと不安になる。,fear
F2,F2_fear_regular_40.wav,えぇ、怖くて腰抜けになりそうだ! あそこにいるのはサイコパスのサーツシアーだ!,fear
F2,F2_fear_regular_41.wav,山中で追われている時、後ろから迫ってくるさっきを感じて、へぇー、もうダメだと思った!,fear
F2,F2_fear_regular_42.wav,あの事件以来、私は犠牲暗記に陥っている。えぇ、誰が友達で誰が敵かわからない!,fear
F2,F2_fear_regular_43.wav,わぁ、あの映画のシーンで見たような残念な殺し方を想像するだけで怖くて溜まらない!,fear
F2,F2_fear_regular_44.wav,うわぁ!突然の改善例で町中が創善となった!このままでは何が起こるかわからない!,fear
F2,F2_fear_regular_45.wav,敵軍から一斉射撃が始まった時、わあ!私は本当に怖くて見動きができなかった!,fear
F2,F2_fear_regular_46.wav,うわぁ!昨日夜中に家の前でストーカーがいたんです!怖くて一晩中眠れませんでした!,fear
F2,F2_fear_regular_47.wav,あの男性のイヤツ的な態度に、ああ、私は怖くて声も出せなかった。,fear
F2,F2_fear_regular_48.wav,ああ、国の通貨機器で物価が冒頭して買い物ができなくなるかもしれない,fear
F2,F2_fear_regular_49.wav,ああ、国の政府が空出たーに会ったのは聞いていたけど、今自分の目で見ると怖すぎて心臓が止まりそうだ!,fear
F2,F2_fear_regular_50.wav,いや、胸が張り裂けそうだ。この暗闇で一人になったら、絶対に殺される。,fear
F2,F2_fear_regular_51.wav,いや、あの人の目が怖すぎて、何か言われる前に逃げ出したい。,fear
F2,F2_fear_regular_52.wav,いや、この辺りには何か悪いものが潜んでいるに違いない。逃げなきゃ。,fear
F2,F2_fear_regular_53.wav,いや、あの音はなんだ?ああ、誰か来た!逃げろ!,fear
F2,F2_fear_regular_54.wav,いや、あの人の笑い声が耳に残る、こんなに不気味な笑い声を聞いたことがない!,fear
F2,F2_fear_regular_60.wav,うわぁ!あの巨大な怪物が迫ってくる!恐怖で足が救んでしまう!,fear
F2,F2_fear_regular_61.wav,うわ、あの大震災以来、恐怖を起きくたびに震えが止まらなくなる。,fear
F2,F2_fear_regular_62.wav,あの巨大な嵐が近づいている!キャー!このままでは街に災火が降りかかる!,fear
F2,F2_fear_regular_63.wav,あの森の中には、かいいな存在が潜んでいると噂されています。きゃあ、行くのはやめよ!,fear
F2,F2_fear_regular_64.wav,いやー!何も知らないで電気回路に触れたら関連してしまうよ!,fear
F2,F2_fear_regular_65.wav,ぎゃあ!この森には危険な毒蛇が生息していると聞いた!もう二度と来ることはない!,fear
F2,F2_fear_regular_66.wav,へっ 石から肝臓眼の診断を受けたと聞いて私は恐怖で震えた,fear
F2,F2_fear_regular_67.wav,あの人たちはテロリストだと言われているんだ。え、こんなところで相軍したらどうしよう。,fear
F2,F2_fear_regular_69.wav,ひぃ!あの犯人は逃亡中だと聞いた! もしかれがこの近くにいたらどうしよう!,fear
F2,F2_fear_regular_70.wav,ひぃ!あの蛇はとても危なそうだ! 毒液にやられたら死んでしまうかもしれない!,fear
F2,F2_fear_regular_73.wav,へぇ!高速道路でアクシデントが起こったようです!もしかしたら私たちにも影響があるかもしれません!,fear
F2,F2_fear_regular_74.wav,いや、彼の溶けつした姿を見た時、私は本当に怖かった。,fear
F2,F2_fear_regular_75.wav,わあ!あのゴーモンの方法は本当に残念です!誰かが助けに来る前に、私たちは狂ってしまうかもしれません!,fear
F2,F2_fear_regular_76.wav,うわぁ、今日の嵐はとても恐ろしいですね。家に帰って避難しなくては!,fear
F2,F2_happy_free_01.wav,私たちは今お金に困ることなく生活できてとても幸せです,happy
F2,F2_happy_free_02.wav,ああ、私は彼の近辺さと熱いに関心しています。彼のような人と仕事ができることは、とても幸せなことです。,happy
F2,F2_happy_free_03.wav,イェーイ!近所の商店街が再開発されて、ますます反映しているよ!みんなが幸せそうで、私も嬉しい!,happy
F2,F2_happy_free_04.wav,はい!この映画は豪華キャストが出演していて、もうすぐ公開されるんだ!私は今から楽しみにしているよ!,happy
F2,F2_happy_free_05.wav,やった!今月の給料は思ったよりも多くて とっても嬉しい!新しい服を買ったり 友達と旅行に行ったりできるね!,happy
F2,F2_happy_free_06.wav,今日は友達と一緒に海に行って泳いでバーベキューしてとっても楽しい時間を過ごしたよ,happy
F2,F2_happy_free_07.wav,今週末は友達と一緒にバンパイヤのコスプレをしてパーティーに参加する予定だよ!ふふふ!とっても楽しみ!,happy
F2,F2_happy_free_08.wav,よし!私たちのチームは主力選手が怪我をしてしまったが、サブスティテューションの選手が活躍してくれた!そのおかげで試合に勝つことができたよ!,happy
F2,F2_happy_free_09.wav,今日はフランス料理のお店でリパンのクロワサンを食べたよ!あんな美味しいクロワサンも初めてだった!,happy
F2,F2_happy_free_10.wav,うわー!この小説は奇妙な出来事が次々に起こってワクワク感が止まらない!,happy
F2,F2_happy_regular_01.wav,今日の山登りは最高だった!山頂で見た景色は言葉に表せないほど美しかった!絶頂の喜びが胸に溢れるよ!,happy
F2,F2_happy_regular_02.wav,うふふ、昨日の受賞式で私の友達が最優秀女優勝を受賞したんだ!本当に素晴らしい演技だったよ!,happy
F2,F2_happy_regular_03.wav,昨日、宝くじを買ったら100万円が当たったよ!アッハッハ!ラッキー!,happy
F2,F2_happy_regular_04.wav,イェーイ!私たちの会社は新しい製品のおかげで地名度が急上昇しているんだ!顧客からの反応もすごくよくて、本当に嬉しいよ!,happy
F2,F2_happy_regular_05.wav,イェーイ!今日は手頃な価格で美味しい食事を楽しめたんだ!,happy
F2,F2_happy_regular_06.wav,昨日サーフィンを初めて体験してきたよ!イェーイ!ダミに乗る感覚は最高だった!,happy
F2,F2_happy_regular_07.wav,うわー!私たちのチームが決勝ゴールを決めた瞬間は本当に感動的だったよ!みんなで喜びの声をあげたね!,happy
F2,F2_happy_regular_08.wav,うわぁ!久しぶりに会った友人と一緒に過ごす時間は最高だった!会話も盛り上がって本当に楽しかった!,happy
F2,F2_happy_regular_09.wav,うわぁ!今日は海で泳ぐのが本当に気持ちがいい!さっきまで暑かったのに海に入ったら涼しい風が吹いて最高だったよ!,happy
F2,F2_happy_regular_10.wav,昨日私は自分の目標を達成したんだ!ふふふ、こんなに嬉しいことはないよ!,happy
F2,F2_happy_regular_11.wav,私たちのグループは、真のUIの精神で結ばれています。本当に幸せです。,happy
F2,F2_happy_regular_12.wav,うふふふ、お正月にもらったお年生で新しいスマホを買っちゃった!もう写真撮るのが楽しくて楽しくて!,happy
F2,F2_happy_regular_13.wav,ええ、彼女は本当に素晴らしい微生を持っている。聞くだけで幸せな気分になる。,happy
F2,F2_happy_regular_14.wav,ええ!今日の夕飯は最高だった!手作りのピザとデザートがあって、お腹も心も満たされた感じがして、最高に満足感があるよ!,happy
F2,F2_happy_regular_15.wav,ええ、このリゾートホテルのプールは本当に心地よい!水の温度も丁度いいし、景色も最高だよ!,happy
F2,F2_happy_regular_16.wav,今、私は大学の合格通知をもらったんだ。へへへへ、換気のあまり飛び跳ねたくなるぐらい嬉しい。,happy
F2,F2_happy_regular_17.wav,今日は友達にたくさん手伝ってもらって、とっても感謝してるんだ!へへ、本当にありがたい!,happy
F2,F2_happy_regular_18.wav,昨日オークションで一持つの刀を手に入れたんだこれで私の刀コレクションも充実したよ,happy
F2,F2_happy_regular_19.wav,おぉ!昨日私の大ファンが私の曲をカバーしてくれたところを見たんだ!それを見てとても幸せになったよ!,happy
F2,F2_happy_regular_20.wav,おお!私のそぼは手術を受けた後、ついに完全にチューしたんだ!元気いっぱいになって本当に良かった!,happy
F2,F2_happy_regular_21.wav,おぉ!私はついに英語の四角志見に合格して認定されたよ!これで英語がもっと話せるようになるぞ!,happy
F2,F2_happy_regular_22.wav,今回の選挙で私のおじいさんが 得票数1位を獲得したんだ!はっはっ!家族全員でお祝いするよ!,happy
F2,F2_happy_regular_23.wav,今日の運動会は楽しかったね! 特にリレーの時はみんなが協力して走ってくれたから最高の思い出になったよ!,happy
F2,F2_happy_regular_24.wav,はは、本当にラッキーだった。今日の中線で一頭章を当てたんだ。それも夢にまで見たヨーロッパ旅行が当たったんだ。,happy
F2,F2_happy_regular_25.wav,彼女が私に微笑みを浮かべてくれた時、とっても嬉しかったんだ。ふっふ、幸せな気持ちでいっぱいだ。,happy
F2,F2_happy_regular_26.wav,最近自分の人生に充実感を感じているんだ友達、家族、そして仕事もうまくいっているふふ、本当に幸せだ,happy
F2,F2_happy_regular_27.wav,今日のデートはロマンティックだった!夜景を見ながら手を繋いでとても幸せな気持ちになったよ!,happy
F2,F2_happy_regular_28.wav,昨日のイベント大成功だったよ!たくさんの人が来てくれてへへ、すごく嬉しかった!,happy
F2,F2_happy_regular_29.wav,今日はスーパーで買い物したら、予想外にキャッシュバックがもらえたんだ!フフッ、ラッキー!,happy
F2,F2_happy_regular_30.wav,彼女の誕生日プレゼント、ぴったりのものを見つけたんだ!へへ、喜んでもらえるといいな!,happy
F2,F2_happy_regular_31.wav,やった!ついに私たちの会社が世界進出することになったんだ!私たちは世界中の人々にサービスを提供できるんだ!,happy
F2,F2_happy_regular_32.wav,私たちの国と彼らの国との有効協定が結ばれた!これでより良い関係を気づいていけるね!やった!,happy
F2,F2_happy_regular_33.wav,やった!私たちが買った株式は高音で売れたんだ!大金予定に入れたよ!,happy
F2,F2_happy_regular_34.wav,よし!彼女は一生懸命勉強して、ついに大学に合格したんだ!彼女の頑張りが報われて、とても嬉しいよ!,happy
F2,F2_happy_regular_35.wav,今日は天気が良くて、友達と楽しく過ごせた!本当にいい気持ちだよね!よし!また来週も会おう!,happy
F2,F2_happy_regular_36.wav,よし!最後のピッチャー交代がこう襲うして、我がチームは逆転勝利を手にした!感動的な瞬間だったなぁ!,happy
F2,F2_happy_regular_37.wav,よっしゃ!私の友達が有名なアーティストと一緒に写真を撮ってくれたんだ!これで私も有名人と写真が撮れた!,happy
F2,F2_happy_regular_38.wav,今日の創作のレッスンは本当にすごかった!私たちの創造力は完全に解放された!よっしゃ!これから私たちは素晴らしい作品を作り出せるぞ!,happy
F2,F2_happy_regular_39.wav,よっしゃ!おじいちゃんの遺産で家を変えるようになったよ!これで家族みんなで快適に暮らせる!,happy
